username,role,employment_type,day,risk_score,risk_band,top_driver,recommended_action,failures,out_of_hours,priv_no_mfa,foreign,bytes_out,iso_score,gt,comp_failures,comp_out_of_hours,comp_external_foreign,comp_priv_no_mfa,comp_anomaly,comp_egress
it059,it_service_desk,employee,2019-04-24,70.5,moderate,priv_no_mfa,Review in the daily triage queue,0,6,2.0,0,7713857,0.5262451589712497,,43.2,87.3,49.2,98.5,90.8,50.3
supe105,supervisor,employee,2019-04-10,70.4,moderate,anomaly,Review in the daily triage queue,1,9,0.0,0,9809304,0.5377552579787903,,92.1,96.0,49.2,48.1,92.3,60.1
ot054,ot_network_admin,employee,2019-04-19,70.4,moderate,anomaly,Review in the daily triage queue,0,16,0.0,0,31542396,0.6667856097267721,,43.2,99.8,49.2,48.1,98.7,98.0
main043,maintenance_engineer,employee,2019-04-17,70.3,moderate,anomaly,Review in the daily triage queue,0,12,0.0,0,33482246,0.6739024793215335,,43.2,98.5,49.2,48.1,98.8,98.5
supe112,supervisor,employee,2019-04-15,70.3,moderate,priv_no_mfa,Review in the daily triage queue,0,6,2.0,0,10376277,0.4757101749754666,,43.2,87.3,49.2,98.5,80.7,62.8
cont024,control_room_operator,employee,2019-04-16,70.3,moderate,anomaly,Review in the daily triage queue,0,15,0.0,0,41677363,0.6036743770876807,,43.2,99.6,49.2,48.1,97.2,99.6
main041,maintenance_engineer,employee,2019-04-24,70.3,moderate,anomaly,Review in the daily triage queue,0,16,0.0,0,36033501,0.6074217622901475,,43.2,99.8,49.2,48.1,97.4,99.0
main030,maintenance_engineer,employee,2019-04-09,70.2,moderate,priv_no_mfa,Review in the daily triage queue,0,0,4.0,0,16694812,0.5783584230804525,,43.2,23.9,49.2,99.6,95.7,82.8
cont025,control_room_operator,employee,2019-04-08,70.1,moderate,anomaly,Review in the daily triage queue,1,8,0.0,0,11400332,0.4990217715655589,,92.1,94.0,49.2,48.1,86.9,66.8
cont011,control_room_operator,employee,2019-04-23,70.1,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,36709374,0.6089351794096978,,43.2,98.0,49.2,48.1,97.5,99.0
vend074,vendor_technician,vendor,2019-04-04,70.1,moderate,anomaly,Review in the daily triage queue,1,0,0.0,0,33180080,0.6574584590582097,,92.1,23.9,49.2,48.1,98.4,98.4
cont021,control_room_operator,employee,2019-04-16,70.0,moderate,anomaly,Review in the daily triage queue,1,5,0.0,0,16318169,0.47694917138372417,,92.1,82.0,49.2,48.1,81.2,82.0
main038,maintenance_engineer,employee,2019-04-30,70.0,moderate,anomaly,Review in the daily triage queue,1,0,0.0,0,31583250,0.6396311944673226,,92.1,23.9,49.2,48.1,98.1,98.0
mine093,mine_planner,employee,2019-04-30,69.9,moderate,anomaly,Review in the daily triage queue,2,0,0.0,0,24766413,0.5747240919007193,,98.7,23.9,49.2,48.1,95.3,94.2
cont005,control_room_operator,employee,2019-04-23,69.9,moderate,anomaly,Review in the daily triage queue,1,7,0.0,0,14093569,0.4737649369060067,,92.1,91.1,49.2,48.1,80.2,76.3
cont080,contractor_surveyor,contractor,2019-04-03,69.9,moderate,anomaly,Review in the daily triage queue,1,5,0.0,0,13220330,0.4985630132145915,,92.1,82.0,49.2,48.1,86.8,73.6
cont010,control_room_operator,employee,2019-04-02,69.9,moderate,anomaly,Review in the daily triage queue,0,14,0.0,0,28959212,0.6123942434633454,,43.2,99.3,49.2,48.1,97.6,96.6
ot056,ot_network_admin,employee,2019-04-16,69.9,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,31242950,0.6058720455339973,,43.2,98.0,49.2,48.1,97.3,97.7
cont012,control_room_operator,employee,2019-04-26,69.8,moderate,anomaly,Review in the daily triage queue,1,7,0.0,0,11044999,0.5055889905359636,,92.1,91.1,49.2,48.1,88.4,65.1
cont026,control_room_operator,employee,2019-04-30,69.8,moderate,anomaly,Review in the daily triage queue,0,14,0.0,0,37244274,0.5760124786084545,,43.2,99.3,49.2,48.1,95.3,99.1
it063,it_service_desk,employee,2019-04-04,69.7,moderate,anomaly,Review in the daily triage queue,1,5,0.0,0,14384863,0.48532813887299664,,92.1,82.0,49.2,48.1,83.1,77.0
supe107,supervisor,employee,2019-04-05,69.7,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,38340817,0.6022513399315593,,43.2,94.0,49.2,48.1,97.2,99.2
cont023,control_room_operator,employee,2019-04-26,69.7,moderate,anomaly,Review in the daily triage queue,0,15,0.0,0,27349716,0.5973933884111805,,43.2,99.6,49.2,48.1,97.0,95.7
main035,maintenance_engineer,employee,2019-04-25,69.6,moderate,anomaly,Review in the daily triage queue,2,4,0.0,0,11433705,0.5096295884975015,,98.7,75.0,49.2,48.1,88.8,67.1
cont006,control_room_operator,employee,2019-04-27,69.6,moderate,anomaly,Review in the daily triage queue,0,16,0.0,0,36244071,0.557869600557906,,43.2,99.8,49.2,48.1,94.0,99.0
vend070,vendor_technician,vendor,2019-04-09,69.6,moderate,priv_no_mfa,Review in the daily triage queue,0,5,1.0,0,9425631,0.4891595589855386,,43.2,82.0,49.2,97.2,84.5,58.2
supe113,supervisor,employee,2019-04-10,69.5,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,34016316,0.5868288739646068,,43.2,94.0,49.2,48.1,96.5,98.7
cont010,control_room_operator,employee,2019-04-18,69.5,moderate,anomaly,Review in the daily triage queue,0,21,0.0,0,31536949,0.5686162900697657,,43.2,100.0,49.2,48.1,94.6,97.9
cont012,control_room_operator,employee,2019-04-24,69.5,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,29218220,0.6313085523746655,,43.2,94.0,49.2,48.1,98.0,96.8
ot055,ot_network_admin,employee,2019-04-25,69.4,moderate,anomaly,Review in the daily triage queue,1,8,0.0,0,9950672,0.5033105410380572,,92.1,94.0,49.2,48.1,88.0,61.0
cont022,control_room_operator,employee,2019-04-10,69.3,moderate,anomaly,Review in the daily triage queue,1,5,0.0,0,12706648,0.49235167671199603,,92.1,82.0,49.2,48.1,85.2,71.5
cont005,control_room_operator,employee,2019-04-10,69.1,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,28813605,0.5671727936099288,,43.2,98.0,49.2,48.1,94.4,96.4
cont006,control_room_operator,employee,2019-04-26,69.1,moderate,anomaly,Review in the daily triage queue,0,12,0.0,0,30266724,0.5526727843957067,,43.2,98.5,49.2,48.1,93.6,97.3
cont014,control_room_operator,employee,2019-04-22,69.1,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,39069633,0.5810126371807495,,43.2,91.1,49.2,48.1,95.9,99.3
ot056,ot_network_admin,employee,2019-04-17,69.1,moderate,anomaly,Review in the daily triage queue,1,4,0.0,0,12478696,0.5093066784509743,,92.1,75.0,49.2,48.1,88.8,70.4
cont017,control_room_operator,employee,2019-04-25,69.0,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,27839726,0.5620757364837881,,43.2,98.0,49.2,48.1,94.2,96.0
cont011,control_room_operator,employee,2019-04-16,69.0,moderate,anomaly,Review in the daily triage queue,0,14,0.0,0,33932917,0.534128584177034,,43.2,99.3,49.2,48.1,91.8,98.6
vend076,vendor_technician,vendor,2019-04-10,69.0,moderate,priv_no_mfa,Review in the daily triage queue,0,0,1.0,0,21570033,0.49703427770329556,,43.2,23.9,49.2,97.2,86.5,90.5
it067,it_service_desk,employee,2019-04-26,69.0,moderate,anomaly,Review in the daily triage queue,1,3,0.0,0,14868591,0.49606972984120046,,92.1,66.4,49.2,48.1,86.2,78.7
ot055,ot_network_admin,employee,2019-04-29,68.9,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,28849260,0.5489469570129525,,43.2,98.0,49.2,48.1,93.2,96.5
it059,it_service_desk,employee,2019-04-16,68.9,moderate,priv_no_mfa,Review in the daily triage queue,0,2,2.0,0,14194915,0.46728902993405813,,43.2,57.6,49.2,98.5,78.0,76.7
it066,it_service_desk,employee,2019-04-18,68.9,moderate,anomaly,Review in the daily triage queue,0,9,0.0,0,27342134,0.5737288959343821,,43.2,96.0,49.2,48.1,95.2,95.7
supe111,supervisor,employee,2019-04-26,68.8,moderate,anomaly,Review in the daily triage queue,0,5,0.0,0,46217104,0.650840983102973,,43.2,82.0,49.2,48.1,98.3,99.8
cont023,control_room_operator,employee,2019-04-19,68.8,moderate,anomaly,Review in the daily triage queue,0,14,0.0,0,23663273,0.5698874929436611,,43.2,99.3,49.2,48.1,94.7,93.2
cont083,contractor_surveyor,contractor,2019-04-05,68.8,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,32958774,0.5537148160689275,,43.2,94.0,49.2,48.1,93.6,98.3
cont004,control_room_operator,employee,2019-04-23,68.8,moderate,anomaly,Review in the daily triage queue,1,9,0.0,0,9653650,0.49158779569202093,,92.1,96.0,49.2,48.1,85.0,59.4
cont013,control_room_operator,employee,2019-04-05,68.8,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,39168015,0.5639549909926123,,43.2,91.1,49.2,48.1,94.3,99.4
cont017,control_room_operator,employee,2019-04-12,68.8,moderate,anomaly,Review in the daily triage queue,0,16,0.0,0,21889196,0.5846045143672435,,43.2,99.8,49.2,48.1,96.2,90.9
cont009,control_room_operator,employee,2019-04-17,68.8,moderate,anomaly,Review in the daily triage queue,0,10,0.0,0,25526050,0.5656926721585537,,43.2,97.2,49.2,48.1,94.4,94.8
supe111,supervisor,employee,2019-04-18,68.7,moderate,anomaly,Review in the daily triage queue,0,15,0.0,0,23268617,0.56795773412887,,43.2,99.6,49.2,48.1,94.5,92.7
cont018,control_room_operator,employee,2019-04-20,68.7,moderate,anomaly,Review in the daily triage queue,0,9,0.0,0,32966140,0.5348473331063475,,43.2,96.0,49.2,48.1,91.9,98.4
cont023,control_room_operator,employee,2019-04-15,68.7,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,38165300,0.5561547511323659,,43.2,91.1,49.2,48.1,93.9,99.2
supe104,supervisor,employee,2019-04-18,68.7,moderate,anomaly,Review in the daily triage queue,0,10,0.0,0,32038820,0.5336657339985372,,43.2,97.2,49.2,48.1,91.7,98.1
vend070,vendor_technician,vendor,2019-04-24,68.7,moderate,external_foreign,Review in the daily triage queue,1,1,0.0,1,0,0.6430341813727539,GT1_password_spray,92.1,50.8,98.7,48.1,98.2,5.1
cont001,control_room_operator,employee,2019-04-03,68.6,moderate,anomaly,Review in the daily triage queue,1,8,0.0,0,8151055,0.5199991649113662,,92.1,94.0,49.2,48.1,89.8,52.7
cont024,control_room_operator,employee,2019-04-04,68.6,moderate,anomaly,Review in the daily triage queue,2,1,0.0,0,13828208,0.5180560214277103,,98.7,50.8,49.2,48.1,89.6,75.5
it059,it_service_desk,employee,2019-04-30,68.6,moderate,priv_no_mfa,Review in the daily triage queue,0,5,1.0,0,8135405,0.4859108990706756,,43.2,82.0,49.2,97.2,83.6,52.6
it063,it_service_desk,employee,2019-04-26,68.5,moderate,anomaly,Review in the daily triage queue,0,12,0.0,0,24329500,0.5423461981840548,,43.2,98.5,49.2,48.1,92.8,93.9
cont006,control_room_operator,employee,2019-04-05,68.5,moderate,anomaly,Review in the daily triage queue,0,10,0.0,0,24887033,0.5498448054010935,,43.2,97.2,49.2,48.1,93.3,94.4
ot055,ot_network_admin,employee,2019-04-22,68.5,moderate,anomaly,Review in the daily triage queue,0,5,0.0,0,36750500,0.6040559794572149,,43.2,82.0,49.2,48.1,97.3,99.1
ot056,ot_network_admin,employee,2019-04-10,68.4,moderate,anomaly,Review in the daily triage queue,1,3,0.0,0,15869864,0.47829078996336216,,92.1,66.4,49.2,48.1,81.6,81.0
cont013,control_room_operator,employee,2019-04-12,68.4,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,29986741,0.5371207522981772,,43.2,94.0,49.2,48.1,92.2,97.2
cont018,control_room_operator,employee,2019-04-08,68.4,moderate,anomaly,Review in the daily triage queue,0,12,0.0,0,35588630,0.511089873182854,,43.2,98.5,49.2,48.1,88.9,98.9
supe105,supervisor,employee,2019-04-07,68.3,moderate,anomaly,Review in the daily triage queue,1,4,0.0,0,13010765,0.4825650607042842,,92.1,75.0,49.2,48.1,82.8,72.9
vend070,vendor_technician,vendor,2019-04-22,68.3,moderate,priv_no_mfa,Review in the daily triage queue,0,5,1.0,0,11737926,0.4472523351122651,,43.2,82.0,49.2,97.2,70.5,68.1
cont026,control_room_operator,employee,2019-04-08,68.3,moderate,anomaly,Review in the daily triage queue,0,12,0.0,0,29395792,0.5187289389115075,,43.2,98.5,49.2,48.1,89.7,96.9
ot054,ot_network_admin,employee,2019-04-04,68.2,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,22328352,0.5797317305723041,,43.2,94.0,49.2,48.1,95.7,91.5
main049,maintenance_engineer,employee,2019-04-08,68.2,moderate,anomaly,Review in the daily triage queue,2,4,0.0,0,8056317,0.5417897985009623,,98.7,75.0,49.2,48.1,92.7,52.2
cont021,control_room_operator,employee,2019-04-30,68.2,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,23075333,0.54874727510998,,43.2,98.0,49.2,48.1,93.2,92.4
vend069,vendor_technician,vendor,2019-04-30,68.2,moderate,anomaly,Review in the daily triage queue,1,4,0.0,0,13068016,0.480550541373177,,92.1,75.0,49.2,48.1,82.4,73.1
cont008,control_room_operator,employee,2019-04-18,68.2,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,39048054,0.532200928137327,,43.2,91.1,49.2,48.1,91.5,99.3
cont023,control_room_operator,employee,2019-04-11,68.2,moderate,anomaly,Review in the daily triage queue,0,12,0.0,0,22311701,0.5517671408238052,,43.2,98.5,49.2,48.1,93.5,91.4
it068,it_service_desk,employee,2019-04-09,68.2,moderate,priv_no_mfa,Review in the daily triage queue,0,0,1.0,0,15695627,0.5204369889407305,,43.2,23.9,49.2,97.2,89.9,80.6
mine094,mine_planner,employee,2019-04-19,68.1,moderate,anomaly,Review in the daily triage queue,1,7,0.0,0,9626969,0.4875044593541058,,92.1,91.1,49.2,48.1,84.0,59.2
supe105,supervisor,employee,2019-04-17,68.1,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,25889542,0.559346278552671,,43.2,91.1,49.2,48.1,94.1,94.9
supe107,supervisor,employee,2019-04-10,68.1,moderate,anomaly,Review in the daily triage queue,0,6,0.0,0,35275832,0.5472888173007733,,43.2,87.3,49.2,48.1,93.1,98.9
cont024,control_room_operator,employee,2019-04-02,68.1,moderate,anomaly,Review in the daily triage queue,0,15,0.0,0,24103963,0.5267949786827739,,43.2,99.6,49.2,48.1,90.9,93.5
main037,maintenance_engineer,employee,2019-04-08,68.0,moderate,anomaly,Review in the daily triage queue,0,5,0.0,0,28424408,0.591892434394335,,43.2,82.0,49.2,48.1,96.9,96.2
cont006,control_room_operator,employee,2019-04-23,67.9,moderate,anomaly,Review in the daily triage queue,0,10,0.0,0,21490142,0.5535452688559422,,43.2,97.2,49.2,48.1,93.6,90.4
cont007,control_room_operator,employee,2019-04-22,67.9,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,29773931,0.5307125958718778,,43.2,91.1,49.2,48.1,91.3,97.1
ot057,ot_network_admin,employee,2019-04-16,67.9,moderate,anomaly,Review in the daily triage queue,0,6,0.0,0,28226395,0.5626430423458527,,43.2,87.3,49.2,48.1,94.2,96.1
main044,maintenance_engineer,employee,2019-04-02,67.9,moderate,anomaly,Review in the daily triage queue,1,3,0.0,0,14699627,0.4764533113037708,,92.1,66.4,49.2,48.1,81.0,78.4
cont011,control_room_operator,employee,2019-04-18,67.8,moderate,anomaly,Review in the daily triage queue,1,0,0.0,0,21705262,0.5409987197642752,,92.1,23.9,49.2,48.1,92.6,90.8
ot053,ot_network_admin,employee,2019-04-18,67.8,moderate,anomaly,Review in the daily triage queue,0,6,0.0,0,27622830,0.5566657620737124,,43.2,87.3,49.2,48.1,93.9,95.8
cont087,contractor_surveyor,contractor,2019-04-09,67.8,moderate,anomaly,Review in the daily triage queue,1,2,0.0,0,12516972,0.5278042691852912,,92.1,57.6,49.2,48.1,91.0,70.6
it059,it_service_desk,employee,2019-04-05,67.7,moderate,priv_no_mfa,Review in the daily triage queue,0,3,1.0,0,7993422,0.5020874546056602,,43.2,66.4,49.2,97.2,87.7,51.6
ot052,ot_network_admin,employee,2019-04-02,67.7,moderate,anomaly,Review in the daily triage queue,0,10,0.0,0,22710577,0.5301403135543705,,43.2,97.2,49.2,48.1,91.3,92.0
cont009,control_room_operator,employee,2019-04-05,67.7,moderate,anomaly,Review in the daily triage queue,0,14,0.0,0,23297037,0.5181912499858019,,43.2,99.3,49.2,48.1,89.6,92.8
cont023,control_room_operator,employee,2019-04-01,67.7,moderate,anomaly,Review in the daily triage queue,0,11,0.0,0,22316506,0.5308776446711363,,43.2,98.0,49.2,48.1,91.4,91.4
cont013,control_room_operator,employee,2019-04-29,67.6,moderate,anomaly,Review in the daily triage queue,0,6,0.0,0,34855274,0.5231514190995483,,43.2,87.3,49.2,48.1,90.4,98.8
mine092,mine_planner,employee,2019-04-25,67.6,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,31492003,0.5139728191867549,,43.2,91.1,49.2,48.1,89.2,97.9
it059,it_service_desk,employee,2019-04-03,67.6,moderate,priv_no_mfa,Review in the daily triage queue,0,0,1.0,0,17572023,0.48704099452400207,,43.2,23.9,49.2,97.2,84.0,84.6
main028,maintenance_engineer,employee,2019-04-26,67.5,moderate,anomaly,Review in the daily triage queue,1,1,0.0,0,17892301,0.47796947397341594,,92.1,50.8,49.2,48.1,81.5,85.2
cont078,contractor_surveyor,contractor,2019-04-17,67.4,moderate,anomaly,Review in the daily triage queue,1,3,0.0,0,12515652,0.4877025887653973,,92.1,66.4,49.2,48.1,84.2,70.6
main042,maintenance_engineer,employee,2019-04-08,67.3,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,29165490,0.4997789183989506,,43.2,94.0,49.2,48.1,87.2,96.7
cont025,control_room_operator,employee,2019-04-17,67.3,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,25754754,0.5211881630125949,,43.2,91.1,49.2,48.1,90.0,94.9
main027,maintenance_engineer,employee,2019-04-11,67.3,moderate,anomaly,Review in the daily triage queue,1,6,0.0,0,12572813,0.4539556792861224,,92.1,87.3,49.2,48.1,73.3,70.7
vend076,vendor_technician,vendor,2019-04-16,67.3,moderate,priv_no_mfa,Review in the daily triage queue,0,0,2.0,0,13736626,0.5032094724356615,,43.2,23.9,49.2,98.5,88.0,75.3
cont018,control_room_operator,employee,2019-04-19,67.2,moderate,anomaly,Review in the daily triage queue,0,16,0.0,0,22357123,0.5016524910997743,,43.2,99.8,49.2,48.1,87.6,91.5
ot051,ot_network_admin,employee,2019-04-27,67.2,moderate,external_foreign,Review in the daily triage queue,0,4,0.0,2,3644858,0.6426377590730014,GT4_impossible_travel,43.2,75.0,99.1,48.1,98.1,27.4
vend075,vendor_technician,vendor,2019-04-17,67.2,moderate,anomaly,Review in the daily triage queue,0,4,0.0,0,29051383,0.5869259950965817,,43.2,75.0,49.2,48.1,96.6,96.6
cont011,control_room_operator,employee,2019-04-02,67.2,moderate,anomaly,Review in the daily triage queue,0,5,0.0,0,32982601,0.5316324165628499,,43.2,82.0,49.2,48.1,91.5,98.4
cont013,control_room_operator,employee,2019-04-09,67.2,moderate,anomaly,Review in the daily triage queue,0,8,0.0,0,24289011,0.512300204914082,,43.2,94.0,49.2,48.1,89.0,93.8
mine098,mine_planner,employee,2019-04-10,67.2,moderate,anomaly,Review in the daily triage queue,1,0,0.0,0,20340095,0.5237288777726775,,92.1,23.9,49.2,48.1,90.5,89.2
mine095,mine_planner,employee,2019-04-15,67.2,moderate,anomaly,Review in the daily triage queue,1,0,0.0,0,18565250,0.5464212420935123,,92.1,23.9,49.2,48.1,93.0,86.3
cont017,control_room_operator,employee,2019-04-18,67.2,moderate,anomaly,Review in the daily triage queue,0,14,0.0,0,14694683,0.6258034491347679,,43.2,99.3,49.2,48.1,97.9,78.3
cont026,control_room_operator,employee,2019-04-10,67.1,moderate,anomaly,Review in the daily triage queue,0,7,0.0,0,24097589,0.5212221375496666,,43.2,91.1,49.2,48.1,90.1,93.5
mine090,mine_planner,employee,2019-04-02,67.1,moderate,anomaly,Review in the daily triage queue,0,4,0.0,0,40788276,0.5539313612005556,,43.2,75.0,49.2,48.1,93.7,99.5
cont007,control_room_operator,employee,2019-04-17,67.1,moderate,anomaly,Review in the daily triage queue,0,6,0.0,0,27169674,0.5238487004573219,,43.2,87.3,49.2,48.1,90.5,95.6
cont016,control_room_operator,employee,2019-04-30,67.1,moderate,anomaly,Review in the daily triage queue,1,7,0.0,0,8969694,0.47791875126410566,,92.1,91.1,49.2,48.1,81.4,56.1
